,target_sentence,postcontext,substitutions
1980,"“Oh, totally,” said the hunchback.","“Oh, totally,”","{'totally': ['absolutely 2', 'certainly 1', 'completely 2', 'definitely 2', 'entirely 1', 'well 1', 'wholly 1'], 'said': ['announce 1', 'answer 1', 'declare 1', 'reply 3', 'respond 1', 'speak 1', 'state 4'], 'hunchback': ['cripple 1', 'crookback 1', 'deformed man 2', 'disabled 1', 'hump back man 1', 'humpback 1', 'short one 1']}"
1981,"Yes, Self, I am also bothered that this observation ignores half-eaten cheese sandwiches, incomplete insect collections, and locks of infants' hair, forgotten in closets, basements, and warehouses.","You see the inspiration for my latest play, ""Captured Moments.""","{'Self': ['ego 1', 'lady 1', 'man 1', 'me 2', 'mister 1', 'person 1', 'soul 1', 'you 1'], 'also': ['i too be bother 1', 'likewise 2', 'so 1', 'to 1', 'too 3'], 'bothered': ['aggravate 1', 'agitate 1', 'anger 1', 'annoy 4', 'concern 2', 'displease 1', 'disturb 1', 'frustrate 1', 'irk 2', 'irritate 1', 'perplex 1', 'upset 2'], 'observation': ['belief 1', 'commentary 1', 'conclusion 2', 'consideration 1', 'contemplation 1', 'examination 1', 'hypothesis 1', 'information 1', 'inspection 1', 'notion 1', 'position 1', 'view 2', 'viewpoint 1'], 'ignores': ['avoid 2', 'disregard 3', 'evade 1', 'fail 1', 'forget 2', 'neglect 2', 'omit 1', 'overlook 1', 'pass 1', 'pass over 1', 'reject 1'], 'half': ['barely 1', 'divided 1', 'fractional 1', 'incomplete 1', 'limited 1', 'moderate 1', 'partially 3', 'semi 1', 'somewhat 1'], 'eaten': ['bite 2', 'consume 3', 'digest 2', 'ingest 1', 'munch 1', 'nibble 1', 'swallow 1', 'take in 1'], 'cheese': ['Cheddar 1', 'Gouda 1', 'Swiss 2', 'brie 1', 'dairy 2', 'mozzarella 1', 'pepperjack 1', 'provolone 1', 'slice 1', 'yellow 1'], 'sandwiches': ['burger 1', 'delight 1', 'food 1', 'hero 1', 'meal 1', 'slice 1', 'torta 1', 'treat 1'], 'incomplete': ['break 1', 'fractional 1', 'half 1', 'inadequate 1', 'partial 3', 'unaccomplished 1', 'undeveloped 1', 'undo 2', 'unfinished 4', 'want 1'], 'insect': ['ant 1', 'beetle 1', 'bug 5', 'but 1', 'critter 1', 'fly 1', 'formicary 1', 'pest 1'], 'collections': ['ana 1', 'board 1', 'farm 1', 'grouping 1', 'jar 1', 'sample 1', 'set 1'], 'locks': ['clipping 1', 'curl 1', 'piece 3', 'plait 1', 'strand 1', 'tress 1', 'tuft 1', 'wisp 1'], 'infants': ['baby 2', ""baby ' 3"", 'child 2', ""child 's 1"", ""daughter 's 1"", ""kid ' 1"", ""lover 's 1"", ""mother 's 1"", 'newborn 1', ""newborn ' 1"", 'toddler 1', ""toddler ' 1"", ""tot ' 1""], 'hair': ['coiffure 1', 'curl 1', 'head covering 1', 'head strand 1', 'tress 2', 'trimming 1'], 'forgotten': ['abandon 2', 'keep away 1', 'leave 2', 'lose 1', 'misplace 1', 'neglect 1', 'store 1', 'store away 1', 'unattended 1', 'unwatched 1'], 'closets': ['cellar 1', 'corner 1', 'cubicle 1', 'cupboard 1', 'drawer 1', 'pantry 1', 'room 1', 'shelf 1', 'storeroom 1', 'wardrobe 1'], 'basements': ['cellar 5', 'dungeon 1', 'garage 1', 'storage 1'], 'warehouses': ['attic 1', 'barn 1', 'depot 1', 'factory 1', 'keep 1', 'shed 2', 'storage 2', 'storage unit 1', 'storehouse 1', 'vault 1']}"
1982,"This comes from a man whose brother, Guillermo, was murdered in 1986.","The publishers in Monterrey command no battalions, but they agreed to express their outrage with editorials in today's editions.","{'comes': ['be 1', 'be relay 1', 'be state 1', 'be utter 1', 'manifest 1', 'originate 1', 'stem 1', 'utterance 1'], 'man': ['guy 2', 'hombre 1', 'person 3'], 'brother': ['kin 1', 'relative 1', 'sibling 4'], 'murdered': ['assassinate 2', 'execute 1', 'kill 4']}"
1983,"Japan surrendered within days of the detonation of the atomic bombs that killed 140,000 people in Hiroshima on Aug. 6, 1945, and 70,000 in Nagasaki three days later.","The story of the 509th is a tale of an elite outfit that lived in a bubble of secrecy and endured the taunts of other war-weary U.S. units that resented sharing a small Pacific island with the 509th, which appeared exempt from combat.","{'surrendered': ['capitulate 1', 'concede 2', 'forfeit 1', 'give up 5', 'relent 1', 'relinquish 1', 'succumb 1', 'withdraw 1', 'yield 1'], 'days': ['@card@ hour period 1', 'calendar day 1', 'date 1'], 'detonation': ['blast 2', 'deployment 1', 'discharge 1', 'drop 1', 'eruption 1', 'explode 1', 'explosion 2', 'ignition 1', 'landing 1', 'release 1', 'set off 1', 'trigger 1'], 'atomic': ['atom 2', 'h 1', 'nuclear 4'], 'bombs': ['blast 1', 'detonation 1', 'explosion 2', 'explosive 1', 'missile 1', 'torpedo 1', 'weapon 1'], 'killed': ['abolish 1', 'annihilate 1', 'cause death of 1', 'cause fatality of 1', 'destroy 3', 'erase 1', 'extinguish 2', 'finish 1', 'murder 1', 'obliterate 1', 'take life of 1', 'wipe out 1'], 'people': ['citizen 2', 'civilian 1', 'human 1', 'individual 1', 'innocent 1', 'person 4', 'resident 1'], 'later': ['after 5', 'afterward 2', 'afterwards 2', 'beyond 1', 'follow 1', 'future 1', 'later on 1', 'subsequently 1', 'thereafter 1']}"
1984,"“Well, what about you?","“Well, what about you?","{'Well': ['also 1', 'ok 1', 'okay 2', 'so 4', 'then 1']}"
1985,"And then the casualties were going to be terrible.""","And then the casualties were going to be terrible.""","{'then': ['accordingly 1', 'afterward 1', 'afterwards 2', 'hence 1', 'in that case 1', 'subsequently 3', 'therefore 2', 'ultimately 1'], 'casualties': ['dead 1', 'dead and wounded 1', 'fatality 1', 'injury 1', 'loss 1', 'suffering 1', 'toll 1', 'victim 2'], 'going': ['about 2', 'expect 1'], 'terrible': ['appalling 1', 'awful 4', 'devastating 1', 'horrible 2', 'horrific 2']}"
1986,"When the Russian government dammed the river, my parents decided that instead of dying with the river, they would stick with the people of the village they’d protected.","When the Russian government dammed the river, my parents decided that instead of dying with the river, they would stick with the people of the village they’d protected.","{'Russian': ['European 2', 'USSR 1', 'soviet 3'], 'government': ['authority 3', 'bureaucracy 1', 'fed 1', 'federation 2', 'leader 1', 'official 1', 'state 2'], 'dammed': ['barricade 1', 'block 4', 'close 2', 'condemn 2', 'jam 1'], 'river': ['brook 1', 'creek 1', 'current 1', 'flood 1', 'flow 1', 'rivulet 1', 'stream 1', 'water 3', 'water source 1', 'waterway 2'], 'parents': ['begetter 1', 'family 4', 'father and mother 1', 'folk 1', 'forebear 1', 'guardian 1', 'relative 2'], 'decided': ['agree 1', 'choose 3', 'conclude 2', 'determine 1', 'figure 1', 'resolve 2', 'select 1', 'think 3'], 'instead': ['in lieu 1', 'in place 3', 'in preference 1', 'oppose 1', 'opposite 1', 'rather 1'], 'dying': ['cease 1', 'decay 1', 'ebb 1', 'face death 1', 'fade 2', 'pass 1', 'perish 3', 'sink 1', 'vanish 1'], 'stick': ['endure 1', 'join 1', 'remain 1', 'reside 1', 'stand 1', 'stay 5', 'unite 1'], 'people': ['citizen 1', 'folk 2', 'individual 2', 'inhabitant 1', 'population 2', 'resident 2'], 'village': ['area 2', 'community 2', 'district 1', 'place 1', 'town 5', 'township 2'], 'protected': ['cherish 1', 'defend 1', 'guard 1', 'help 2', 'oversee 1', 'save 2', 'secure 1', 'shelter 2', 'shield 1', 'support 1']}"
1987,"Tara would not let giddy hopes drag them onto a rock that would spell the end for the project, and the Arrallin species.",,"{'let': ['abide 1', 'accede to 1', 'accept 2', 'agree to 1', 'allow 20', 'authorize 1', 'consent to 1', 'enable 2', 'endorse 1', 'give 1', 'grant 2', 'permit 10', 'sanction 1', 'suffer 1', 'tolerate 1', 'warrant 1'], 'giddy': ['absurd 1', 'childish 1', 'crazy 1', 'demented 1', 'ditzy 2', 'enthusiastic 1', 'erratic 1', 'evanescent 1', 'excited 3', 'false 1', 'fickle 2', 'flighty 1', 'fluster 1', 'foolish 2', 'frivolous 5', 'giggly 1', 'happy 3', 'heedless 1', 'high 1', 'immature 1', 'impulsive 1', 'inane 1', 'insane 1', 'irresponsible 1', 'questionable 1', 'reckless 2', 'silly 7', 'thoughtless 1', 'thrilling 1', 'unlikely 1', 'unrealistic 2', 'volatile 1', 'wacky 1', 'wild 4'], 'hopes': ['ambition 2', 'anticipation 1', 'aspiration 3', 'daydream 1', 'desire 3', 'dream 11', 'expectation 4', 'faith 1', 'fancy 1', 'fantasy 3', 'hope 1', 'ideal 1', 'illogic 1', 'longing 2', 'optimism 1', 'thought 1', 'vision 1', 'want 1', 'wish 5'], 'drag': ['bring 1', 'compel 2', 'convey 1', 'deposit 1', 'draw 3', 'force 4', 'haul 2', 'jerk 1', 'land 3', 'lead 1', 'lift 1', 'lower 1', 'lug 2', 'lure 1', 'move 1', 'propel 1', 'pull 14', 'push 3', 'scrape 1', 'shove 3', 'strand 1', 'sweep 1', 'thrust 1', 'tug 3', 'wreak 1', 'yank 2'], 'rock': ['arena 1', 'asteroid 1', 'boulder 6', 'cliff 1', 'crag 1', 'desolate planet 1', 'earth 1', 'gravel 1', 'hole 1', 'island 1', 'landmass 1', 'mass 1', 'ore 1', 'pebble 2', 'place 2', 'planet 1', 'quarry 1', 'reef 2', 'rubble 1', 'shelf 1', 'situation 1', 'slab 1', 'slate 1', 'stone 4'], 'spell': ['advise 1', 'be 1', 'bring 3', 'bring forth 1', 'bring on 1', 'cause 3', 'conclude 1', 'course 1', 'decide 1', 'define 1', 'denote 1', 'effect 1', 'engender 1', 'entail 1', 'equal 2', 'foreshadow 1', 'foretell 1', 'give rise to 1', 'herald 2', 'imply 1', 'indicate 3', 'interlude 1', 'lay out 1', 'make 1', 'mark 1', 'mean 11', 'predict 2', 'promise 2', 'purport 1', 'receive 1', 'result in 2', 'shift 1', 'show 2', 'signal 2', 'signify 6', 'stint 1', 'stretch 1', 'suggest 1', 'trigger 1'], 'end': ['chapter 1', 'closing 2', 'completion 5', 'conclusion 2', 'confine 1', 'deadline 1', 'death 2', 'demise 3', 'destruction 3', 'doom 1', 'edge 1', 'final 1', 'finale 4', 'finality 1', 'finish 4', 'last 1', 'limit 1', 'limitation 1', 'product 1', 'result 1', 'stop point 1', 'stoping 1', 'termination 5', 'timing 1', 'windup 1'], 'project': ['activity 1', 'assignment 3', 'construction 1', 'effort 1', 'enterprise 1', 'experiment 1', 'goal 2', 'initiative 1', 'job 3', 'mission 8', 'objective 1', 'observation 1', 'plan 3', 'process 1', 'program 1', 'scheme 2', 'show 1', 'study 1', 'task 5', 'undertaking 4', 'venture 3', 'work 3'], 'species': ['being 2', 'breed 4', 'category 1', 'class 4', 'family 1', 'group 4', 'kind 6', 'kingdom 1', 'line 1', 'lineage 1', 'lot 1', 'order 1', 'people 4', 'race 3', 'sort 2', 'specimen 1', 'type 6', 'variety 1']}"
1988,Heavy duty:,Auburn football players are reminded of last year's losses every time they go into the weight room.,"{'Heavy': ['ambitious 1', 'big 1', 'tough 2', 'weighty 1'], 'duty': ['call 1', 'goal 1', 'job 1', 'strength 1', 'task 1', 'work 1']}"
1989,“Thanks.,“Thanks.,"{'Thanks': ['appreciate it 1', 'great 1', 'im grateful 1', 'okay 1', 'thank you 4']}"
1990,"“Only unsuccessfully, right?”","“Only unsuccessfully, right?”","{'Only': ['but 1', 'just 5', 'solely 1'], 'unsuccessfully': ['disastrous 1', 'fail 3', 'in vain 1', 'ineffectively 1', 'not successful 1', 'unfavorably 1', 'unproductively 1'], 'right': ['Huh 1', 'correct 4', 'true 2']}"
1991,My nose filled with a reek of thick sweat.,"The music began to build, and a strobe came on.","{'nose': ['face 2', 'nasal cavity 1', 'nostril 3', 'proboscis 1', 'sense 1', 'snout 1'], 'filled': ['become flush 1', 'become full 1', 'fill up 1', 'flush 1', 'permeate 1', 'suffer 1', 'teem 1'], 'reek': ['breeze 1', 'odor 3', 'smell 4', 'stench 1', 'stink 1'], 'thick': ['coarse 1', 'dense 2', 'heavy 4', 'voluminous 1'], 'sweat': ['fluid 1', 'liquid 1', 'perspiration 5']}"
1992,I noticed when my back hit the wall that I was walking backwards.,"“We, and thousands like us, have been living separately as long as there has been a human society,” said my driver.","{'noticed': ['observe 1', 'realize 3', 'see 2', 'view 1'], 'back': ['backside 1', 'body 1', 'rear 1', 'spine 1'], 'hit': ['impound 1', 'press 1', 'run into 1', 'smack 1', 'strike 2', 'touch 1'], 'wall': ['barricade 1', 'barrier 1', 'building 2', 'obstruction 1', 'panel 1', 'side 2', 'surface 2'], 'walking': ['go 1', 'move 5', 'plod 1', 'shuffle 1', 'step 1', 'stroll 1', 'tramp 1'], 'backwards': ['back 1', 'in reverse 1', 'opposite 1', 'reverse 1']}"
1993,"""There is finally some sort of sense in the market,"" she says.","""There is finally some sort of sense in the market,""","{'finally': ['actually 1', 'at last 1', 'eventually 1', 'for once 1', 'now 2', 'ultimately 1'], 'sort': ['kind 4', 'level 1', 'type 2'], 'sense': ['balance 1', 'direction 1', 'feel 1', 'intelligence 1', 'level 1', 'logic 2', 'reason 1', 'reasoning 1', 'understanding 1'], 'market': ['area 1', 'business 2', 'enterprise 1', 'establishment 1', 'industry 3', 'sector 1', 'venture 1'], 'says': ['add 1', 'cite 1', 'comment 1', 'note 1', 'remark 2', 'state 5']}"
1994,"I stand up, I walk around, I pretend someone makes a vid about a writer and I must enact every cliche.",I cannot decide what's important.,"{'stand': ['arise 3', 'ascend 1', 'erect 1', 'get 3', 'get up 1', 'hoist 1', 'jump 1', 'move 1', 'position 1', 'put 1', 'rise 3'], 'up': ['arise 1', 'awake 1', 'erect 2', 'happy 1', 'high 1', 'positive 1', 'stand 1', 'tall 1', 'upbeat 1', 'upright 1', 'vertical 1'], 'walk': ['gait 1', 'hobble 1', 'march 1', 'meander 1', 'mosey 1', 'move 2', 'pace 1', 'saunter 1', 'step 2', 'stroll 4', 'toddle 1', 'traverse 1', 'wander 1'], 'around': ['about 5', 'all over 1', 'circle 1', 'forward 1', 'nearby 1', 'round 1', 'round here 1', 'roundabout 2'], 'pretend': ['affect 1', 'claim 1', 'counterfeit 1', 'envision 1', 'fake 1', 'feign 1', 'imagine 2', 'mock 1', 'playact 1', 'profess 2', 'simulate 2'], 'someone': ['another person 1', 'creature 1', 'human 1', 'individual 2', 'one 1', 'person 1', 'some other person 1', 'somebody 6', 'somebody else 1', 'someone else 1'], 'makes': ['cause 1', 'construct 1', 'crack 1', 'create 3', 'fashion 1', 'film 1', 'generate 1', 'invent 1', 'prepare 1', 'shoot 2', 'take 1'], 'vid': ['capture 1', 'documentary 1', 'film 1', 'movie 2', 'show 1', 'tape 1', 'video 5'], 'writer': ['author 5', 'correspondent 1', 'creator 1', 'journalist 1', 'novelist 3', 'playwriter 1', 'reporter 2', 'scholar 1', 'scribe 1', 'wordsmith 1'], 'enact': ['accomplish 1', 'act 1', 'act out 1', 'depict 2', 'do 2', 'enforce 1', 'execute 2', 'perform 2', 'play 2', 'repeat 1', 'represent 1', 'reveal 1', 'show 1'], 'cliche': ['comment 1', 'criticism 1', 'expect 1', 'judgment 1', 'opinion 1', 'remark 1', 'stereotype 1', 'truism 1', 'usual 1']}"
1995,It’s been in our collection for several years because only a human can activate it.,It’s been in our collection for several years because only a human can activate it.,"{'collection': ['ana 1', 'display 1', 'gallery 1', 'hand 1', 'holding 1', 'pool 1', 'possession 1', 'set 1'], 'several': ['a few 1', 'a number of 1', 'many 4', 'numerous 1', 'some 1'], 'years': ['annual 1', 'period 1'], 'only': ['just 4', 'solely 1', 'specifically 1'], 'human': ['homo sapiens 1', 'mortal 1', 'person 3'], 'activate': ['begin 1', 'employ 1', 'energize 1', 'reinstate 1', 'start 3', 'use 1']}"
1996,"Karnes and hundreds of other men from the 509th stood along the flight line as Tibbets and the Enola Gay took off at 2:45 a.m. on Aug. 6, a warm, tropical night.",Three B-29s had gone ahead to check the weather at Hiroshima and two other possible bomb sites.,"{'hundreds': ['a multitude 1', 'dozen 1', 'lot 2', 'many 2', 'multitude 1', 'score 2', 'throng 1'], 'other': ['assorted 1', 'different 4', 'more 1', 'various 1'], 'men': ['fellow 1', 'male 1', 'people 1', 'personnel 1', 'soldier 2', 'troop 1'], 'stood': ['be stand 1', 'go 1', 'line 1', 'move 1', 'position 1', 'remain 2', 'situate 1', 'wait 2'], 'flight': ['air 1', 'airplane 1', 'craft 1', 'fly 1', 'plane 1', 'runway 1', 'takeoff 1'], 'line': ['area 1', 'path 2', 'point 1', 'row 1', 'strip 1'], 'took': ['depart 1', 'fly 1', 'go 1', 'leave 1', 'lift 3'], 'warm': ['hot 3', 'humid 2', 'mild 2', 'temperate 1'], 'tropical': ['breezy 1', 'humid 3', 'island 1', 'mild 1', 'swelter 1', 'temperate 1'], 'night': ['dusk 2', 'evening 6', 'nighttime 1', 'twilight 1']}"
1997,"I had not considered that I might not write to learn, but to punish myself.","Let me abuse the playwright and dismiss the penultimate scene in a few sentences: After giving Emil full rights to a sculpture of Tasha and me, we had a good dinner of curried clam chowder, lobsters boiled on Terra and unstopped still steaming on N'Apulco, and cinnamon custard for desert.","{'considered': ['acknowledge 1', 'believe 1', 'conceive 1', 'contemplate 1', 'expect 1', 'imagine 1', 'ponder 2', 'reason 1', 'regard 1', 'speculate 1', 'think 5', 'wonder 1'], 'write': ['author 2', 'communicate 1', 'compose 3', 'create 2', 'ink 1', 'journal 1', 'pen 2', 'practice write 1', 'publish 1', 'scribble 1', 'scribe 1', 'story 1'], 'learn': ['comprehend 1', 'digest 1', 'discover 2', 'educate 1', 'find 1', 'grasp 1', 'know 1', 'master 1', 'profit 1', 'study 1', 'teach 1', 'understand 1'], 'punish': ['abase 1', 'afflict 1', 'beat 1', 'berate 2', 'censure 1', 'chastise 1', 'correct 1', 'discipline 1', 'harm 1', 'hurt 1', 'injure 1', 'penalize 1', 'torture 2']}"
1998,"You see, Nathan, there is …separate from your society …oh, damn it.",I’ve never had to give this conversation before.,"{'see': ['know 3', 'notice 1', 'perceive 1', 'realize 2', 'recognize 1', 'understand 3'], 'separate': ['from 10'], 'society': ['circle 1', 'civilization 1', 'community 1', 'crowd 1', 'culture 2', 'humankind 1', 'people 1', 'population 1', 'tradition 1', 'world 2'], 'damn': ['blast 1', 'curse 1', 'dang 1', 'darn 3', 'dash 1', 'fuck 1', 'screw 1']}"
1999,"In America, things are still weird after the European conquest.","In America, things are still weird after the European conquest.","{'things': ['affair 1', 'article 1', 'body 1', 'circumstance 1', 'concept 1', 'issue 1', 'situation 1', 'stuff 2'], 'still': ['additionally 1', 'also 2', 'always 1', 'further 1', 'likewise 1', 'more 1', 'presently 1', 'rather 1', 'remain 1'], 'weird': ['awe inspire 1', 'awful 1', 'curious 1', 'eccentric 1', 'odd 1', 'strange 4', 'supernatural 1', 'unsettle 1'], 'European': ['white 1'], 'conquest': ['conflict 1', 'conquer 1', 'exploit 1', 'feat 1', 'invasion 1', 'settlement 1', 'success 1', 'takeover 1', 'victory 2', 'win 1']}"
2000,"The distinctive whuffle of pleasure rippled through the betas on the bridge, and Rakal let loose a small growl, as if to caution his charges against false hope.","They'd scouted twenty-seven gates so far, and none had turned up anything worth the Insurrection's time.","{'distinctive': ['characteristic 6', 'conspicuous 1', 'definite 1', 'distinct 2', 'distinguish 1', 'distinguished 2', 'familiar 1', 'iconic 1', 'marked 1', 'noticeable 1', 'obvious 3', 'original 1', 'perfect 1', 'recognizable 2', 'signature 2', 'singular 1', 'special 1', 'typical 1', 'uncommon 1', 'undeniable 2', 'unique 8', 'unmistakable 1'], 'whuffle': ['affection 1', 'breathe 1', 'breeze 1', 'charge 1', 'cry 1', 'flow 1', 'gasp 1', 'gruff 1', 'kiss 1', 'murmur 6', 'nibble 1', 'purr 3', 'ripple 2', 'ruffle 1', 'rumble 1', 'sensation 1', 'shiver 1', 'sigh 2', 'snuffle 1', 'snuggle 1', 'sound 2', 'surge 2', 'swell 2', 'swirl 1', 'twitter 1', 'waft 1', 'wave 4', 'whisper 1'], 'pleasure': ['bliss 3', 'contentment 6', 'delight 4', 'elation 1', 'enjoyment 4', 'gladness 2', 'glee 1', 'gratification 3', 'happiness 9', 'hope 1', 'joy 9', 'mirth 2', 'passion 1', 'release 1', 'satisfaction 1', 'thrill 1', 'zest 1'], 'rippled': ['beat 1', 'echo 3', 'emanate 1', 'flow 4', 'flutter 4', 'go 1', 'move 2', 'murmur 1', 'pass 2', 'percolate 1', 'quiver 1', 'reverberate 1', 'ring 1', 'rise 1', 'roll 1', 'rush 1', 'rustle 1', 'sing 1', 'sound 1', 'surge 6', 'sweep 1', 'swell 2', 'tear 1', 'thread 1', 'tide 1', 'travel 1', 'tremble 1', 'trickle 1', 'undulate 3', 'wave 4', 'wrinkle 1'], 'betas': ['beta 1', 'enemy 1', 'fish 1', 'follower 1', 'gang 1', 'lesser 1', 'other 2', 'recruit 1', 'troop 1', 'youngster 1'], 'bridge': ['arch 2', 'berth 1', 'bond 1', 'catwalk 2', 'command center 1', 'crossing 1', 'deck 3', 'draw 1', 'helm 1', 'overpass 3', 'pass 1', 'platform 3', 'road 1', 'scaffold 1', 'span 3', 'structure 1', 'transit 1', 'trestle 2'], 'let': ['allow 1', 'bellow 1', 'emit 1', 'give 3', 'put 1', 'rip 1', 'set 2'], 'loose': ['alleviate 1', 'apart 1', 'clear 1', 'detach 1', 'discharge 1', 'disconnect 1', 'disjoin 1', 'down 1', 'exempt 1', 'extricate 1', 'fly 2', 'forth 2', 'free 5', 'go 3', 'low 1', 'out 12', 'release 1', 'slack 1', 'undo 1'], 'small': ['brief 1', 'diminutive 1', 'hint of 1', 'humble 1', 'little 11', 'low 4', 'meager 2', 'mild 1', 'miniature 2', 'miniscule 2', 'minor 2', 'minuscule 1', 'puny 1', 'quiet 4', 'shallow 1', 'short 2', 'slight 4', 'small sized 1', 'soft 2', 'subdued 1', 'subtle 1', 'tiny 11'], 'growl': ['bark 2', 'bellow 1', 'complaint 1', 'cry 1', 'expression 1', 'gnarl 1', 'groan 1', 'grr 1', 'gruff 1', 'grumble 2', 'grunt 5', 'gutteral noise 1', 'gutteral sound 1', 'howl 4', 'moan 3', 'noise 1', 'rage 1', 'roar 2', 'rumble 4', 'snarl 8'], 'caution': ['admonish 4', 'advise 2', 'alert 7', 'brace 1', 'clue in 1', 'discourage 2', 'dissuade 2', 'forewarn 1', 'guard 1', 'guide 1', 'heed 1', 'hint 1', 'rebuke 1', 'red flag 1', 'signal 2', 'thwart 1', 'tip off 1', 'ward 1', 'warn 18'], 'charges': ['accusation 1', 'command 1', 'companion 1', 'crew 3', 'dependent 2', 'enemy 1', 'follower 2', 'group 1', 'junior 1', 'kid 1', 'prisoner 1', 'private 1', 'squad 1', 'subordinate 3', 'team 1', 'teammate 1', 'troop 2', 'underling 9', 'ward 3'], 'false': ['artificial 2', 'bogus 1', 'counterfeit 3', 'deceitful 1', 'deceptive 4', 'empty 2', 'erroneous 1', 'fabricate 1', 'fake 4', 'faulty 2', 'ficticious 1', 'illusive 1', 'illusory 1', 'imaginary 1', 'mislead 1', 'mistaken 3', 'negative 1', 'phoney 1', 'phony 4', 'uncertain 1', 'undo 1', 'unjustified 1', 'unlikely 1', 'unreal 2', 'unrealistic 1', 'untrue 4', 'unwarranted 1'], 'hope': ['Utopia 1', 'achievement 2', 'anticipation 2', 'aspiration 3', 'assumption 2', 'belief 3', 'concern 1', 'confidence 3', 'contemplation 1', 'desire 3', 'dream 2', 'expectation 7', 'faith 1', 'hopefulness 1', 'joy 1', 'optimism 6', 'presumption 1', 'promise 1', 'prospect 1', 'security 1', 'wishfulness 1']}"
